contentsid,title,roadaddress,introduction,latitude,longitude,phoneno,region1cd_value,region1cd_label,region2cd_value,region2cd_label,repPhoto_descseo,repPhoto_photoid_photoid,repPhoto_photoid_imgpath,repPhoto_photoid_thumbnailpath,merged_tag
CNTS_000000000019091,묵리처녀당,제주특별자치도 제주시 추자면 묵리 229-1,죽은 처녀의 원혼을 달래주는 추자도 묵리처녀당(할망당),33.94317,126.31426,--,region3,섬 속의 섬,32,추차도,Mukri Jeonyeodang,4298,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/07327fa6-9325-4d96-af47-a34bd0b1992e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f7e01fce-a572-4adb-852c-a3d716866b5d.jpg,"['문화유적지', '문화관광', '역사유적', '어트랙션']"
CNTS_300000000015888,함덕스쿠버,제주특별자치도 제주시 조천읍 조함해안로 376-11,에메랄드 함덕바다에서 즐기는 해양레저,33.5473412,126.656787,0507-1336-3068,region1,제주시,15,조천,함덕스쿠버,2019022618017,https://api.cdn.visitjeju.net/photomng/imgpath/202306/20/3812f20c-04dc-43eb-902d-a50ea4761f12.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/20/0f090abd-ccb7-4106-b609-30304a1521a4.jpg,"['함덕', ' 스쿠버다이빙', ' 이색체험', '실외', '중', '1~2시간']"
CONT_000000000500572,제주쥬티클럽,제주특별자치도 서귀포시 성산읍 신양로 113,윈드서핑&카이트서핑&패들보드 체험/강습/렌탈,33.4445754,126.9095025,0507-1356-0215,region2,서귀포시,17,성산,Jeju Zooty Club,19739,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f64af29c-c140-471e-b02f-7bf6596c3e62.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5fed3b99-6031-46ff-a22d-4871a00a91cd.jpg,"['커플', '친구', '액티비티', '해변', '체험', '레저/체험', '수상레저', '어트랙션']"
CNTS_300000000015875,월정퀵서프,제주특별자치도 제주시 구좌읍 해맞이해안로 486,에메랄드빛 월정해변에서 즐기는 서핑,33.5547934,126.7986457,0507-1426-9025,region1,제주시,16,구좌,월정퀵서프,2019022617852,https://api.cdn.visitjeju.net/photomng/imgpath/202306/19/8df43240-4a5a-4c2a-b1fa-f2a9bb4e8b8f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/19/5ed403c4-52e8-423b-a74a-1ba9186b9e38.jpg,"['구좌읍', ' 월정리', ' 서핑', ' 이색체험']"
CNTS_200000000014304,디어펫,제주특별자치도 제주시 과원로 47,디어펫은 제주시 연동에 위치한 반려동물 미용실이다.,33.4764981,126.4883789,0507-1490-2585,region1,제주시,11,제주시내,디어펫,2019022611077,https://api.cdn.visitjeju.net/photomng/imgpath/202212/15/fb119fc5-46a7-41b4-898a-9e06b7292e13.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/15/e9b26f56-b7d2-49e1-952a-036de2a13931.jpg,"['애견미용실', '애견유치원', '애견호텔', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_기타체험', '공용주차장', '화장실', '무료 WIFI']"
CNTS_000000000022037,조이다이브,서귀포시 중산간동로 8383,서귀포 섬속의 섬에서 진행되는 스쿠버다이빙 체험&전문교육,33.26082,126.52128,070-4548-2345,region2,서귀포시,21,서귀포시내,조이다이브,12508,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/bf71bc52-2bf8-4757-b99a-f1b0999e7d1d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7ba3a384-41fb-4d27-906b-89786afbd814.jpg,"['해수욕장', '액티비티', '친구', '커플', '맑음', '체험', '레저/체험', '해변', '물놀이', '수상레저', '어트랙션', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '흡연구역', '음료대']"
CNTS_300000000013055,이미지호 제주점,제주특별자치도 제주시 서문로 73 (용담일동) 3층 ,"당신의 베스트 컬러를 찾아주는 컬러 선택의 기준, 퍼스널컬러 이미지 호 입니다.",33.5124131,126.5186206,02-1566-8361,region1,제주시,11,제주시내,이미지호 제주점,2019022634062,https://api.cdn.visitjeju.net/photomng/imgpath/202406/24/21f06c22-63c8-485d-975a-5273042a00c0.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202406/24/75cd329c-bdae-426c-b4b7-35f2882a65c8.jpg,"['퍼스널컬러', 'K-뷰티', '메이크업', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '', '영어', '중국어', '일본어', '단독접근가능', '테이블 비치', '실내', '하', '1~2시간']"
CNTS_200000000008029,추억애거리,제주특별자치도 제주시 도공로 3-3,"동심을 자극하는벽화와 조형물들이 있는 도두동 추억애(愛)거리.
",33.505996,126.4657678,,region1,제주시,11,제주시내,추억애거리,2018052311579,https://api.cdn.visitjeju.net/photomng/imgpath/201812/19/106788de-e412-49de-912c-c3aa7a068f96.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201812/19/12e73f1a-b771-4170-9153-c095bfb017a0.JPG,"['포토스팟', ' 걷기/휴식', '공용주차장', '걷기/휴식']"
CNTS_300000000016077,텐타임즈,제주특별자치도 서귀포시 이어도로 826-51,제주의 숨은 명소에서 유유자적 패들보드,33.2325238,126.5000267,0507-1314-4904,region2,서귀포시,21,서귀포시내,텐타임즈,2019022619945,https://api.cdn.visitjeju.net/photomng/imgpath/202307/26/fc72551a-c0a0-4640-a96a-fef5dc02aeaa.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/26/fe5b25a2-b813-4e73-a824-00e02d595976.jpg,"['레져', ' 체험', ' 패들보드', ' 러닝홀리데이인제주', '실외', '1~2시간']"
CNTS_200000000008851,아일랜드에프,"제주특별자치도 서귀포시 성산읍 성산등용로 112-7, 2층",우도와 성산일출봉 사이 제주바다에 떠있는 선상테마파크,33.4721117,126.9331983,0507-1416-2221,region2,서귀포시,17,성산,아일랜드에프,2019022557287,https://api.cdn.visitjeju.net/photomng/imgpath/201907/02/ff94ba98-0b51-443b-baa1-383e072e82ef.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201907/02/c5ba33cc-03b6-4711-8869-21b94e729d66.jpg,"['선상낚시', '낚시체험', '선상리조트', '체험', '어트랙션', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '흡연구역', '음료대', '유도 및 안내시설', '경보 및 피난시설', '계좌이체', '영어', '', '아주 어려움', '실내+실외', '하', '해양스포츠', '숙박', '낚시', '식음', '3시간 이상']"
CNTS_300000000012716,몽몽까까,제주특별자치도 제주시 도남로 189,반려동물 수제간식을 판매하는 이곳은 무인 가게로 24시간 언제든 편하게 방문해 구매할 수 있다.,33.4857467,126.5345589,0507-1428-5582,region1,제주시,11,제주시내,몽몽까까,2019022621635,https://api.cdn.visitjeju.net/photomng/imgpath/202308/23/461724d6-7a99-47dd-b310-2f095450e179.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/23/71a53e27-ba80-4bc3-b42d-4a1c2d9b286c.jpg,"['반려동물수제간식', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_기타체험', '공용주차장', '유도 및 안내시설']"
CONT_000000000500364,소남머리,제주특별자치도 서귀포시 칠십리로 145,"바다, 숲, 개울 3가지를 한 곳에서 느낄 수 있는 곳",33.2442936,126.5691064,064-760-6321,region2,서귀포시,21,서귀포시내,Sonammeori ,18580,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/afd8969e-b934-4c07-8a8f-ed16a3db4419.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a8f4ba71-40b9-42da-9260-6dbf56312b8d.jpg,"['경관/포토', '부모', '커플', '혼자', '친구', '아이', '공용주차장', '유도 및 안내시설', '아주 어려움', '자연경관', '포토스팟', '어린이']"
CNTS_000000000021407,옹포포구,제주특별자치도 제주시 한림읍 옹포리,제주올레 14코스에 위치한 일몰이 아름다우며 항아리를 닮은 포구,33.40058,126.255325,--,region1,제주시,13,한림,옹포포구,11244,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/dedab2e5-7481-4f10-b02a-f4c466508ff7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/766668ae-fd52-4b46-8fff-17d62e631551.jpg,"['포구', '일몰', '해변', '걷기', '커플', '자연경관']"
CONT_000000000500159,동알오름,제주특별자치도 서귀포시 대정읍 상모리 153,한 폭의 그림과같은 경치를 간직한 동알오름,33.207508,126.28816,,region2,서귀포시,22,대정,Dongal Oreum Volcanic Cone,17534,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5a9fb3de-c52e-453c-b85e-37cacd348016.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/87997a7d-becf-4f29-905c-812fba024cc3.jpg,"['일몰', '오름', '걷기/등산', '자연경관', '도보여행', '도보']"
CNTS_300000000015853,바다다이브,제주특별자치도 서귀포시 동홍로12번길 5,푸른 제주 바다를 탐험하는 다이빙체험,33.2497702,126.568511,010-4601-7622,region2,서귀포시,21,서귀포시내,바다다이브,2019022617663,https://api.cdn.visitjeju.net/photomng/imgpath/202306/18/f2b2a012-f300-4030-88cb-a77a5292ae42.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/18/ccfa966d-3bfa-4492-8065-7effe7151af6.jpg,"['서귀포시내', ' 스쿠버다이빙', ' 이색체험', '실외', '중']"
CNTS_300000000013019,덩굴원,제주특별자치도 제주시 조천읍 선교로 159-19 (선흘리) 1층,우리나라에 자생하는 수많은 덩굴식물을 모아 놓은 덩굴식물원,33.4861712,126.7055211,064-783-8882,region1,제주시,15,조천,덩굴원,2019022633183,https://api.cdn.visitjeju.net/photomng/imgpath/202405/22/eed9e7c1-f90c-4ca4-beaf-b4efb75936c8.jpg,https://api.cdn.visitjeju.net/thumbnail/photomng/imgpath/202405/22/eed9e7c1-f90c-4ca4-beaf-b4efb75936c8.jpg,"['덩굴식물원', '식물원', '제주시', '조천읍', '자연', '식물', '현금결제', '카드결제', '화장실', '무료 WIFI', '음료대', '', '단독접근가능', '단차없음', '저상버스 접근 가능', '쉬움', '실내+실외', '하', '체험', '기타', '3시간 이상']"
CNTS_300000000015855,뱅듸승마클럽,제주특별자치도 제주시 조천읍 번영로 1118-33,말을 타며 달리는 제주의 푸른 초원,33.4651501,126.6543529,010-2696-7043,region1,제주시,15,조천,뱅듸승마클럽,2019022617682,https://api.cdn.visitjeju.net/photomng/imgpath/202306/18/49d1dcf9-8eb4-4c43-a3b0-d1ae152e19d3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/18/29a6da90-1a86-4077-8c9b-c29ab0e4bfc6.jpg,"['조천', ' 와흘리', ' 승마', ' 이색체험', '실외', '중', '1~2시간']"
CONT_000000000500189,명월팽나무군락,제주특별자치도 제주시 한림읍 명월로 71,"생물학적 가치가 높아 기념물로 지정하여 보호되는 곳
· 제주시 한림읍 명월리
· 제주도기념물 제19호",33.38698,126.26671,064-728-7672,region1,제주시,13,한림,"Population of Japanese Hackberry, Myeongwol  ",17694,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e3a990ae-ada2-49d4-8697-d34bc9953a56.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/fadccab8-a095-4d58-a7bf-529954c6c5ea.jpg,"['문화유적지', '경관/포토', '여름', '아주 어려움', '자연경관', '역사유적', '포토스팟']"
CNTS_300000000012743,이루다동물병원,제주특별자치도 제주시 건주로3길 19,이루다동물병원은 Y식자재마트 건무 지하주차장 입구 맞은편에 위치한 병원이다.,33.5167642,126.581414,064-725-1545,region1,제주시,11,제주시내,이루다동물병원,2019022622144,https://api.cdn.visitjeju.net/photomng/imgpath/202308/29/cc1d2a7f-5cff-4909-b9a5-21a18637d3f7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/29/21fd85dd-d760-4905-8e7c-2280479e26b8.jpg,"['반려동물병원', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_기타체험', '공용주차장', '화장실', '무료 WIFI', '유도 및 안내시설', '경보 및 피난시설', '엘리베이터']"
CONT_000000000500369,소수산봉(족은물뫼),제주특별자치도 서귀포시 성산읍 고성리 887,아름다운 일출봉과 광치기 해안을 볼 수 있는 곳,33.43848758953042,126.90182065338138,,region2,서귀포시,17,성산,Sosusanbong Volcanic Cone (Jokeunmulmoe),18591,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/723f4cb4-fc35-4143-a188-dc1ea2b75aaa.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c3a2e3b2-3488-421b-9f6f-543acfec99ae.jpg,"['오름', '부모', '커플', '혼자', '친구', '아이', '자연경관', '어린이']"
CNTS_200000000007342,문화공간 양,제주특별자치도 제주시 거로남6길 13,전시와 강의가 가능하도록 제주 전통 가옥을 개조한 문화공간,33.5092497,126.5618739,064-755-2018,region1,제주시,11,제주시내,문화공간 양,2018052303801,https://api.cdn.visitjeju.net/photomng/imgpath/201808/08/fe9911af-5d1d-49b2-abec-566efee5efe2.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201808/08/5ce4bbde-c120-4549-bb13-0c7431c2d6a1.JPG,"['혼자', '미술/박물관', '사계절', '전시', '예술', '문화', '실내관광지', '어트랙션']"
CNTS_200000000009871,브레이브독스,제주특별자치도 제주시 한림읍 한수풀로 138,"브레이브 독스는 반려견을 위한 모든 것을 갖춘 곳이다. 반려견과 잠시 쉬어갈 수 있는 카페부터 유치원과 호텔, 애견 미용까지 한 곳에서 모두 해결할 수 있다. 그야말로 강아지들을 위한 원스톱 공간이다. ",33.4218294,126.2766113,0507-1313-4026,region1,제주시,13,한림,브레이브독스,2019022569396,https://api.cdn.visitjeju.net/photomng/imgpath/202002/21/74d15041-a95b-4ebc-bac8-d6827a74c89d.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202002/21/50e8d9ef-01e7-4768-8bed-7604ed4538d0.JPG,"['반려견', '카페', '음식', '어트랙션']"
CNTS_200000000014308,개미남,제주특별자치도 제주시 구산로 26,"개미남은 애견미용, 가위컷, 스타일컷, 노견 미용을 전문으로 하는 곳이다.",33.482499,126.5380588,0507-1369-1812,region1,제주시,11,제주시내,개미남,2019022611092,https://api.cdn.visitjeju.net/photomng/imgpath/202212/15/b57b0062-16c9-4e20-9d47-a6c7566f8f6c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/15/2f0e0b7f-31e7-4907-84ef-ae0b56a21aff.jpg,"['반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_기타체험', '애견미용실', '공용주차장', '화장실', '무료 WIFI']"
CNTS_300000000015889,해빛다이브,제주특별자치도 서귀포시 칠십리로 123,전용 보트를 타고 즐기는 스쿠버다이빙,33.2431344,126.5675779,064-767-1970,region2,서귀포시,21,서귀포시내,해빛다이브,2019022618026,https://api.cdn.visitjeju.net/photomng/imgpath/202306/20/4e79e92c-e141-44cb-bf06-fc819a58ddea.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/20/4fe033b9-0027-4642-8d73-0a7d00080a47.jpg,"['서귀포시내', ' 스쿠버다이빙', ' 이색체험', '실외', '중', '2~3시간']"
CNTS_000000000019082,예초리기정길,제주특별자치도 제주시 추자면 예초리 산 1,예초리 바닷가를 따라 나 있는 절벽,33.955803,126.33822,--,region3,섬 속의 섬,32,추차도,Yecho-ri Gijeonggil,4259,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0e2e9279-b38d-493f-a252-99f3446288ed.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/26238b30-f308-4961-b949-169f3426e639.jpg,"['걷기/등산', '자연경관', '도보여행', '도보']"
CNTS_000000000022390,병악현무암지대,제주특별자치도 서귀포시 안덕면 사계리,주상절리 사이로 아담한 해변을 품고 있는 병악현무암지대,33.24668494568891,126.32100940722538,--,region2,서귀포시,23,안덕,병악현무암지대,14386,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0bce9d6c-0408-441f-adc6-f78b7b602493.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/85791cd9-8ef1-4418-9ced-4b5388949c2c.jpg,"['해변', '걷기', '자연경관']"
CNTS_000000000021512,평대리불턱,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3,평대리 도께동산 해녀불턱,33.532413,126.84636,--,region1,제주시,16,구좌,평대리불턱,11447,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/42464e89-1ada-4e66-bd3b-f33439e6d29a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7b3cd76f-6691-4a34-826c-f6b7a102b707.jpg,"['문화유적지', '역사유적', '어트랙션']"
CNTS_200000000015199,제이앤승마클럽,제주특별자치도 제주시 해안마을7길 211,승마의 기초부터 심화까지 배워가는 곳,33.4460514,126.4688305,010-9082-2866,region1,제주시,11,제주시내,제이앤승마클럽,2019022617889,https://api.cdn.visitjeju.net/photomng/imgpath/202306/19/11bf504f-de2c-4a5a-a211-0bc5fe5ce866.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/19/56721adc-5434-4c1f-ae65-0b6602d03290.jpg,"['제주시', ' 중산간', ' 승마', ' 이색체험', '실외', '중', '1시간 미만']"
CNTS_300000000016086,아띠스떼21,제주특별자치도 서귀포시 안덕면 동광본동로 14-5, 그림을 그리며 행복을 찾는 곳,33.307352,126.3379638,0507-1350-5127,region2,서귀포시,23,안덕,아띠스떼21,2019022620015,https://api.cdn.visitjeju.net/photomng/imgpath/202307/26/49dcdf5e-d614-4610-b14b-59d9ef48044a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/26/f8e0e903-09e3-4d97-8ce2-cefe957630b3.jpg,"['휴식/힐링', '전시와 행사', ' 그림', ' 미술', ' 수채화', ' 아크릴화', ' 유화', ' 러닝홀리데이인제주', '실내', '1~2시간']"
CNTS_000000000022872,종남마을,제주특별자치도 제주시 조천읍 선흘리 1780,와산리 재건 이후 당시 4·3 때 잃어버린 마을 중에서 유일하게 집 담이 남아있는 마을,33.474056,126.70725,--,region1,제주시,15,조천,종남마을,16777,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/badd6bdf-9564-448f-a850-22e809a4ec62.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a325e3b3-3824-452f-8f28-08ad8b579a40.jpg,"['4.3', '문화유적지', '문화관광', '제주4.3', '역사유적', '마을산책', '마을관광', '어트랙션']"
